2026-04-16 11:48:11 | INFO | JARVIS démarré
2026-04-16 11:48:20 | INFO | JARVIS démarré
2026-04-16 11:48:28 | INFO | JARVIS démarré
2026-04-16 12:18:44 | INFO | JARVIS démarré
2026-04-16 12:20:14 | INFO | JARVIS démarré
2026-04-16 12:21:34 | INFO | JARVIS démarré
2026-04-16 12:22:21 | INFO | JARVIS démarré
2026-04-16 12:23:02 | INFO | JARVIS démarré
2026-04-16 14:46:37 | INFO | JARVIS démarré
2026-04-16 14:47:42 | INFO | JARVIS démarré
2026-04-16 14:48:18 | INFO | JARVIS démarré
2026-04-16 14:48:30 | INFO | JARVIS démarré
2026-04-16 14:48:36 | INFO | JARVIS démarré
2026-04-16 14:55:51 | INFO | JARVIS démarré
2026-04-16 14:59:21 | INFO | JARVIS démarré
2026-04-16 15:07:50 | INFO | JARVIS démarré
2026-04-16 15:09:53 | INFO | JARVIS démarré
2026-04-16 15:10:39 | INFO | JARVIS démarré
2026-04-16 15:11:05 | INFO | JARVIS démarré
2026-04-16 15:11:18 | INFO | JARVIS démarré
2026-04-16 15:11:32 | INFO | JARVIS démarré
2026-04-16 15:12:28 | INFO | JARVIS démarré
2026-04-16 15:13:18 | INFO | JARVIS démarré
2026-04-16 15:13:42 | INFO | JARVIS démarré
2026-04-16 15:14:08 | INFO | JARVIS démarré
2026-04-16 15:14:40 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:14:43 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:14:45 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:14:48 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:14:55 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:15:01 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:15:06 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:15:15 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:24:26 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:35:47 | INFO | JARVIS démarré
2026-04-16 15:37:47 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-16 15:43:37 | INFO | JARVIS démarré
2026-04-16 15:44:28 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 15:44:57 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:45:33 | INFO | JARVIS démarré
2026-04-16 18:46:25 | INFO | JARVIS démarré
2026-04-16 18:49:50 | INFO | JARVIS démarré
2026-04-16 18:49:52 | INFO | JARVIS démarré
2026-04-16 18:54:49 | INFO | JARVIS démarré
2026-04-16 18:58:12 | INFO | JARVIS démarré
2026-04-16 18:58:12 | INFO | JARVIS démarré
2026-04-16 18:58:20 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:58:23 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:58:27 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:58:33 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:58:44 | INFO | JARVIS démarré
2026-04-16 18:58:44 | INFO | JARVIS démarré
2026-04-16 18:58:49 | INFO | JARVIS démarré
2026-04-16 18:58:49 | INFO | JARVIS démarré
2026-04-16 18:58:53 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:58:56 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:59:00 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 18:59:06 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 19:00:46 | INFO | JARVIS démarré
2026-04-16 19:00:46 | INFO | JARVIS démarré
2026-04-16 19:00:57 | INFO | JARVIS démarré
2026-04-16 19:00:57 | INFO | JARVIS démarré
2026-04-16 19:01:12 | INFO | JARVIS démarré
2026-04-16 19:01:12 | INFO | JARVIS démarré
2026-04-16 19:01:43 | INFO | JARVIS démarré
2026-04-16 19:01:43 | INFO | JARVIS démarré
2026-04-16 19:01:51 | INFO | JARVIS démarré
2026-04-16 19:01:51 | INFO | JARVIS démarré
2026-04-16 19:04:23 | INFO | JARVIS démarré
2026-04-16 19:14:05 | INFO | JARVIS démarré
2026-04-16 19:14:05 | INFO | JARVIS démarré
2026-04-16 19:15:06 | INFO | JARVIS démarré
2026-04-16 19:17:41 | INFO | JARVIS démarré
2026-04-16 19:21:57 | INFO | JARVIS démarré
2026-04-16 19:21:57 | INFO | JARVIS démarré
2026-04-16 19:21:57 | INFO | JARVIS démarré
2026-04-16 19:22:41 | INFO | JARVIS démarré
2026-04-16 19:22:41 | INFO | JARVIS démarré
2026-04-16 19:22:41 | INFO | JARVIS démarré
2026-04-16 19:24:53 | INFO | JARVIS démarré
2026-04-16 19:32:26 | INFO | JARVIS démarré
2026-04-16 19:32:27 | INFO | JARVIS démarré
2026-04-16 19:32:46 | INFO | Création projet - Données reçues: name=Test, path=C:/DEV, type=Outil IA, local_path=None
2026-04-16 19:35:34 | INFO | JARVIS démarré
2026-04-16 19:35:47 | INFO | Création projet - Données reçues: name=Jarvis, path=C:\DEV\PROJETS\intelligence_artificielle\Jarvis-2.0, type=Outil IA, local_path=None
2026-04-16 19:35:47 | ERROR | Erreur création projet: UNIQUE constraint failed: projects.path
Traceback (most recent call last):
  File "C:\DEV\PROJETS\intelligence_artificielle\Jarvis-2.0\backend\routers\projects.py", line 66, in create_project
    cursor.execute(
    ~~~~~~~~~~~~~~^
        "INSERT INTO projects (name, path, type, local_path) VALUES (?, ?, ?, ?)",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        (name, str(path), type_project, local_path)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
sqlite3.IntegrityError: UNIQUE constraint failed: projects.path
2026-04-16 19:36:26 | INFO | JARVIS démarré
2026-04-16 19:37:04 | INFO | JARVIS démarré
2026-04-16 19:42:34 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-16 19:43:01 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-17 09:24:37 | INFO | JARVIS démarré
2026-04-17 11:25:42 | INFO | JARVIS démarré
2026-04-17 11:35:09 | INFO | JARVIS démarré
2026-04-17 11:42:12 | INFO | JARVIS démarré
2026-04-17 11:44:25 | INFO | JARVIS démarré
2026-04-17 13:33:34 | INFO | Backup config.json → C:\DEV\PROJETS\intelligence_artificielle\Jarvis-2.0\backend\data\config.json.backup
2026-04-17 13:33:34 | INFO | Migration config.json → SQLite terminée
2026-04-17 13:33:34 | INFO | JARVIS démarré
2026-04-17 13:33:50 | INFO | JARVIS démarré
2026-04-17 13:34:58 | INFO | JARVIS démarré
2026-04-17 14:04:16 | INFO | JARVIS démarré
2026-04-17 14:30:33 | INFO | JARVIS démarré
2026-04-17 14:33:26 | INFO | Création projet - Données reçues: name=LiveTest App, path=C:\Users\vcout\AppData\Local\Temp\pytest-of-vcout\pytest-48\live_project0, type=web, local_path=None
2026-04-17 14:33:39 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-17 14:33:49 | INFO | Création projet - Données reçues: name=TaskManager, path=C:\Users\vcout\AppData\Local\Temp\pytest-of-vcout\pytest-48\project_with_history0, type=web, local_path=None
2026-04-17 14:33:56 | INFO | Création projet - Données reçues: name=FreshProject, path=C:\Users\vcout\AppData\Local\Temp\pytest-of-vcout\pytest-48\fresh_project0, type=web, local_path=None
2026-04-17 14:34:08 | INFO | Création projet - Données reçues: name=ExistingProject, path=C:\Users\vcout\AppData\Local\Temp\pytest-of-vcout\pytest-48\existing_project0, type=web, local_path=None
2026-04-17 17:45:36 | INFO | JARVIS démarré
2026-04-17 22:36:25 | INFO | JARVIS démarré
2026-04-17 22:59:08 | INFO | JARVIS démarré
2026-04-17 23:00:49 | INFO | JARVIS démarré
2026-04-17 23:03:16 | INFO | JARVIS démarré
2026-04-18 08:37:35 | INFO | JARVIS démarré
2026-04-18 09:42:03 | INFO | JARVIS démarré
2026-04-18 11:41:26 | INFO | JARVIS démarré
2026-04-18 14:49:22 | INFO | JARVIS démarré
2026-04-18 15:01:39 | INFO | JARVIS démarré
2026-04-18 15:01:42 | INFO | JARVIS démarré
2026-04-18 15:05:44 | INFO | JARVIS démarré
2026-04-18 15:17:22 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:37:34 | INFO | JARVIS démarré
2026-04-18 15:38:56 | INFO | JARVIS démarré
2026-04-18 15:39:33 | INFO | JARVIS démarré
2026-04-18 15:40:05 | INFO | JARVIS démarré
2026-04-18 15:41:03 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:41:25 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:43:41 | INFO | JARVIS démarré
2026-04-18 15:44:01 | INFO | JARVIS démarré
2026-04-18 15:44:23 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:44:31 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:45:29 | INFO | JARVIS démarré
2026-04-18 15:45:38 | INFO | JARVIS démarré
2026-04-18 15:45:57 | INFO | JARVIS démarré
2026-04-18 15:46:21 | INFO | 🔑 [CHAT_SERVICE] openrouter_key présente: True, longueur: 18
2026-04-18 15:46:21 | INFO | 🤖 [CHAT_SERVICE] Modèle: anthropic/claude-sonnet-4.5
2026-04-18 15:46:22 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:46:26 | INFO | 🔑 [CHAT_SERVICE] openrouter_key présente: True, longueur: 18
2026-04-18 15:46:26 | INFO | 🤖 [CHAT_SERVICE] Modèle: google/gemini-2.0-flash-001
2026-04-18 15:46:26 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:46:30 | INFO | 🔑 [CHAT_SERVICE] openrouter_key présente: True, longueur: 18
2026-04-18 15:46:30 | INFO | 🤖 [CHAT_SERVICE] Modèle: anthropic/claude-haiku-4.5
2026-04-18 15:46:30 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 401 Unauthorized"
2026-04-18 15:47:10 | INFO | JARVIS démarré
2026-04-18 15:47:50 | INFO | JARVIS démarré
2026-04-18 15:48:51 | INFO | 🔑 [CHAT_SERVICE] openrouter_key présente: True, longueur: 73
2026-04-18 15:48:51 | INFO | 🤖 [CHAT_SERVICE] Modèle: anthropic/claude-sonnet-4.5
2026-04-18 15:48:53 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-18 15:49:08 | INFO | 🔑 [CHAT_SERVICE] openrouter_key présente: True, longueur: 73
2026-04-18 15:49:08 | INFO | 🤖 [CHAT_SERVICE] Modèle: google/gemini-2.5-pro
2026-04-18 15:49:11 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-18 15:49:47 | INFO | 🔑 [CHAT_SERVICE] openrouter_key présente: True, longueur: 73
2026-04-18 15:49:47 | INFO | 🤖 [CHAT_SERVICE] Modèle: google/gemini-2.5-pro
2026-04-18 15:49:51 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-18 16:01:36 | INFO | JARVIS démarré
2026-04-18 16:12:34 | INFO | JARVIS démarré
2026-04-18 16:15:08 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-18 16:15:16 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-04-18 16:18:24 | INFO | JARVIS démarré
2026-04-18 16:19:48 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-18 16:19:49 | INFO | HTTP Request: GET https://www.pointedereve.com/ "HTTP/1.1 200 OK"
2026-04-18 16:19:51 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-18 16:20:00 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-18 16:20:01 | INFO | HTTP Request: GET https://example.com "HTTP/1.1 200 OK"
2026-04-18 16:20:02 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
